term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
deedee,0.014559475473815402,0.018978283734036625,-0.006119269977650659,0.020148028429541547,0.005387031578764349,-0.013810400561264155,0.020679030190776264,-0.0106009284557719,-0.005685102462664602,-5.041822879324202e-16
sx,0.014559475473815402,0.018978283734036625,-0.006119269977650659,0.020148028429541547,0.005387031578764349,-0.013810400561264155,0.020679030190776264,-0.0106009284557719,-0.005685102462664602,-5.041822879324202e-16
calendar,0.01746739187179622,0.0017384609496647826,0.0050043697159085025,0.020137398879058292,0.009515338894100181,0.010194441461029439,-0.022116936538343283,0.028181390189801415,0.007368744148854939,7.119091009765587e-16
businessmen,0.015489163101592702,-0.0067553409370487965,-0.009223022375072401,-0.017977260368208726,-0.010247750286074307,-0.00683243191794757,0.0046611368836139856,-0.0026540129664846058,0.03232820052719577,-8.897295801660296e-17
sarah,0.01171933951763262,-0.007933603236135865,-0.00831420109554649,-0.01428401193641008,-0.013060468261684477,-0.0033409368867129237,0.008660247725129954,0.001294972144802147,0.026697906712464164,-7.485383952582844e-17
mg,0.018556683731571214,-0.0001615958249484371,-0.007550630152651941,-0.01039193048806628,-0.008829877649843061,0.0020195620929009295,3.520909103278266e-05,-0.008403205081669122,-0.0025875543687909437,1.987177591230705e-17
instant,0.015026748727805642,-0.007038458874025776,0.0026187191680942007,-0.010680667638521013,-0.0013180906579650206,0.005944264060303915,-0.004118422977602412,-0.009768464070118032,-0.020808301433121776,7.836191825441505e-17
navy,0.013521687032454164,-0.0031134600634182452,0.005589634616940238,0.009509768354925592,0.00873046584362625,0.008808578424676673,-0.013148799534803095,0.015894328695083847,-0.00012943257215726993,4.411640334034727e-16
dinah,-0.015273280371814168,-0.012048186339304184,-0.0006565734477565177,0.012833502907439925,-0.022439373824613983,-0.0038697810439704706,0.002465284915220536,0.004175207527675743,-0.004137283792870277,1.9439309499528737e-16
jelly,-0.011474126586818028,0.027976959172515855,0.023460143928267133,-0.012516078152640121,-0.006766847502646934,0.005060415480037862,-0.0013614991332062992,0.0008976730807935033,0.003400292479911689,-4.813711881746737e-16
counter,-0.013997114528157537,-0.010957612299767047,0.002469548889203559,0.01649437290776071,-0.0035845208914043916,0.00894114969448047,-0.008242350207640244,-0.021749655949144256,0.006842433024636237,1.130989373009031e-16
